상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,시도명,시군구명,행정동명,법정동명,도로명,도로명주소,경도,위도,이동시간_분_차,이동시간_분_보행
제이에스글로벌,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,대전광역시,중구,오류동,오류동,대전광역시 중구 계룡로,대전광역시 중구 계룡로 800,127.405306198245,36.3279045064112,3.0,29
휴먼넷,예술·스포츠,스포츠 서비스,종합 스포츠시설,종합 스포츠시설 운영업,대전광역시,중구,중촌동,중촌동,대전광역시 중구 대종로,대전광역시 중구 대종로 625,127.415376172602,36.3366963383622,2.0,18
엠피위즈,소매,의약·화장품 소매,의료기기 소매업,의료용 기구 소매업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 대종로,대전광역시 중구 대종로 487,127.426035087566,36.3277805260817,0.0,1
기술사사무소한빛기술단,과학·기술,기술 서비스,기타 엔지니어링 서비스업,기타 엔지니어링 서비스업,대전광역시,중구,산성동,산성동,대전광역시 중구 보문산로,대전광역시 중구 보문산로 116,127.393186002071,36.3051680289915,6.0,52
대우자동차정비센터,수리·개인,자동차 수리·세차,자동차 정비소,자동차 전문 수리업,대전광역시,중구,태평2동,태평동,대전광역시 중구 태평로,대전광역시 중구 태평로 147,127.396337626647,36.329662054912,5.0,41
초아,소매,섬유·의복·신발 소매,기타 의류 소매업,속옷 및 잠옷 소매업,대전광역시,중구,부사동,부사동,대전광역시 중구 대종로,대전광역시 중구 대종로 370,127.432206206508,36.3184820061393,1.0,13
그린안전산업,소매,기타 생활용품 소매,주방/가정용품 소매업,그 외 기타 분류 안된 가정용품 소매업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 보문로,대전광역시 중구 보문로 194-1,127.424476053292,36.3201664386524,1.0,14
디자인대성,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,간판 및 광고물 제조업,대전광역시,중구,산성동,산성동,대전광역시 중구 잔디로,대전광역시 중구 잔디로 11,127.385696933583,36.3017320493006,7.0,56
유명관광이벤트,시설관리·임대,여행사·보조,여행사,여행사업,대전광역시,중구,산성동,안영동,대전광역시 중구 안영로,대전광역시 중구 안영로 16,127.37854511681,36.2909521101485,7.0,56
케이웹미디어,과학·기술,광고,광고 대행업,컴퓨터 프로그래밍 서비스업,대전광역시,중구,오류동,오류동,대전광역시 중구 계룡로,대전광역시 중구 계룡로 870,127.410640302108,36.3236049068194,2.0,20
대한참전유공자환경봉사단대전광역시지부,시설관리·임대,청소·방제,건축물 일반 청소업,건축물 일반 청소업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 보문로291번길,대전광역시 중구 보문로291번길 20,127.419649992028,36.3281822976521,1.0,9
대흥,시설관리·임대,시설관리,사업시설 유지·관리 서비스업,사업시설 유지ㆍ관리 서비스업,대전광역시,중구,석교동,석교동,대전광역시 중구 대종로,대전광역시 중구 대종로 165,127.44772877516,36.3061444068192,4.0,39
인투홈,소매,가전·통신 소매,가전제품 소매업,가전제품 소매업,대전광역시,중구,문창동,문창동,대전광역시 중구 대종로,대전광역시 중구 대종로 282,127.43735148471,36.3122696369463,3.0,24
우리에이전시,시설관리·임대,여행사·보조,여행사,여행사업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 보문로,대전광역시 중구 보문로 294,127.420871541049,36.328674899478,1.0,9
리빙인터내셔널,시설관리·임대,여행사·보조,여행사,여행사업,대전광역시,중구,은행선화동,은행동,대전광역시 중구 대종로488번길,대전광역시 중구 대종로488번길 54,127.429089010554,36.3290208573499,0.0,3
안진,예술·스포츠,유원지·오락,기타 오락관련 서비스업,그 외 기타 분류 안된 오락관련 서비스업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 중앙로109번길,대전광역시 중구 중앙로109번길 37,127.421115639394,36.3288022574513,1.0,8
늘평안복지회,교육,기타 교육,사회교육시설,사회교육시설,대전광역시,중구,용두동,용두동,대전광역시 중구 계룡로,대전광역시 중구 계룡로 825,127.407843039477,36.3267815213373,3.0,25
대전인쇄미디어산업협동조합,과학·기술,기타 전문 과학,사업/무형 재산권 중개업,사업 및 무형 재산권 중개업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 보문로260번길,대전광역시 중구 보문로260번길 26,127.423563863754,36.3260742760186,0.0,7
대복,수리·개인,컴퓨터 수리,컴퓨터/노트북/프린터 수리업,컴퓨터 및 주변 기기 수리업,대전광역시,중구,문화2동,문화동,대전광역시 중구 산성로,대전광역시 중구 산성로 133,127.40141993188,36.3117616674262,4.0,38
심청아배고파,음식,한식,돼지고기 구이/찜,한식 육류 요리 전문점,대전광역시,중구,유천2동,유천동,대전광역시 중구 유천로,대전광역시 중구 유천로 42-5,127.398343626981,36.3164778144018,4.0,37
감성키친,음식,일식,일식 카레/돈가스/덮밥,한식 육류 요리 전문점,대전광역시,중구,문화1동,문화동,대전광역시 중구 계룡로,대전광역시 중구 계룡로 923,127.41526077972,36.320833708588,2.0,17
블루여행클럽,시설관리·임대,여행사·보조,여행사,여행사업,대전광역시,중구,은행선화동,은행동,대전광역시 중구 대종로488번길,대전광역시 중구 대종로488번길 54,127.429089010554,36.3290208573499,0.0,3
맥스에스엔아이,소매,오락용품 소매,운동용품 소매업,운동 및 경기용품 소매업,대전광역시,중구,대사동,대사동,대전광역시 중구 충무로,대전광역시 중구 충무로 112-1,127.429479175301,36.3182797587799,1.0,14
수성건축사사무소,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,건축 설계 및 관련 서비스업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 중앙로79번길,대전광역시 중구 중앙로79번길 47,127.418865035423,36.3273943929297,1.0,11
드림개발,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,대전광역시,중구,오류동,오류동,대전광역시 중구 계백로,대전광역시 중구 계백로 1719,127.410472629671,36.322207135762,2.0,20
나인트리,음식,중식,중국집,중식 음식점업,대전광역시,중구,오류동,오류동,대전광역시 중구 계룡로,대전광역시 중구 계룡로 832,127.407861268026,36.3258443077722,3.0,25
세이아이디,시설관리·임대,시설관리,사업시설 유지·관리 서비스업,사업시설 유지ㆍ관리 서비스업,대전광역시,중구,문화1동,문화동,대전광역시 중구 계백로,대전광역시 중구 계백로 1712-1,127.409861942269,36.3204827262676,3.0,23
한솔컴텍,수리·개인,컴퓨터 수리,컴퓨터/노트북/프린터 수리업,컴퓨터 및 주변 기기 수리업,대전광역시,중구,산성동,산성동,대전광역시 중구 대둔산로,대전광역시 중구 대둔산로 419,127.386637269529,36.3067748977748,6.0,49
더끌리오,수리·개인,이용·미용,미용실,두발 미용업,대전광역시,중구,산성동,산성동,대전광역시 중구 대둔산로446번길,대전광역시 중구 대둔산로446번길 81,127.392261894221,36.3094623253858,6.0,49
문화주공세탁,수리·개인,세탁,세탁소,가정용 세탁업,대전광역시,중구,문화2동,문화동,대전광역시 중구 보문산로161번길,대전광역시 중구 보문산로161번길 55,127.39744636185,36.3071723397049,5.0,46
메모리하우스,소매,장식품 소매,기념품점,기념품; 관광 민예품 및 장식용품 소매업,대전광역시,중구,오류동,오류동,대전광역시 중구 계백로,대전광역시 중구 계백로 1719,127.410472629671,36.322207135762,2.0,20
국민의류신발,소매,섬유·의복·신발 소매,기타 의류 소매업,기타 의복 소매업,대전광역시,중구,산성동,산성동,대전광역시 중구 대둔산로,대전광역시 중구 대둔산로 370,127.386372006926,36.3022582444575,7.0,56
처갓집양념치킨용두,음식,기타 간이,치킨,치킨 전문점,대전광역시,중구,용두동,용두동,대전광역시 중구 중앙로13번길,대전광역시 중구 중앙로13번길 63,127.411633085791,36.3248805659169,2.0,20
골드공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,대전광역시,중구,문창동,문창동,대전광역시 중구 보문로,대전광역시 중구 보문로 17,127.43871665395,36.3144570963361,3.0,24
지혜생각,교육,기타 교육,기타 예술/스포츠 교육기관,기타 예술학원,대전광역시,중구,은행선화동,선화동,대전광역시 중구 선화서로,대전광역시 중구 선화서로 50,127.418179678191,36.328193174987,1.0,13
모스,음식,비알코올 ,카페,커피 전문점,대전광역시,중구,대흥동,대흥동,대전광역시 중구 대흥로175번길,대전광역시 중구 대흥로175번길 33,127.430286747467,36.3266742976805,0.0,4
미래유통,소매,오락용품 소매,서점,서적; 신문 및 잡지류 소매업,대전광역시,중구,중촌동,중촌동,대전광역시 중구 목중로4번길,대전광역시 중구 목중로4번길 25,127.413834478366,36.3358055598659,2.0,20
교촌치킨용두,음식,기타 간이,치킨,치킨 전문점,대전광역시,중구,오류동,오류동,대전광역시 중구 계룡로874번길,대전광역시 중구 계룡로874번길 31,127.40953264686,36.3227973242506,2.0,22
해드림이벤트,시설관리·임대,기타 사업 서비스,전시/컨벤션/행사 대행 서비스업,전시; 컨벤션 및 행사 대행업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 보문로,대전광역시 중구 보문로 321,127.419152273885,36.3307124032453,1.0,12
평화가익는부엌사회적협동조합,과학·기술,본사·경영 컨설팅,경영 컨설팅업,경영 컨설팅업,대전광역시,중구,중촌동,중촌동,대전광역시 중구 중촌로24번길,대전광역시 중구 중촌로24번길 19,127.411705730603,36.3389224462184,2.0,23
장터아구찜,음식,한식,해산물 구이/찜,한식 일반 음식점업,대전광역시,중구,산성동,산성동,대전광역시 중구 당디로,대전광역시 중구 당디로 77,127.392198958644,36.3118323068708,5.0,44
정의한세무회계사무소,과학·기술,회계·세무,세무사,세무사업,대전광역시,중구,은행선화동,은행동,대전광역시 중구 대종로,대전광역시 중구 대종로 506,127.425388262995,36.3294086885608,0.0,3
정화장품,소매,의약·화장품 소매,화장품 소매업,화장품; 비누 및 방향제 소매업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 충무로,대전광역시 중구 충무로 10,127.418600459089,36.3180290691638,2.0,18
이가보쌈,음식,한식,족발/보쌈,한식 일반 음식점업,대전광역시,중구,태평1동,태평동,대전광역시 중구 수침로55번길,대전광역시 중구 수침로55번길 38,127.398720542315,36.3254021261008,4.0,36
정문약국,소매,의약·화장품 소매,약국,의약품 및 의료용품 소매업,대전광역시,중구,대사동,대사동,대전광역시 중구 문화로,대전광역시 중구 문화로 277,127.415047044145,36.3181379101657,2.0,22
오리리인터내셔날,소매,의약·화장품 소매,화장품 소매업,화장품; 비누 및 방향제 소매업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 중앙로79번길,대전광역시 중구 중앙로79번길 99,127.419094811222,36.3294503688163,1.0,10
알프스레져,소매,오락용품 소매,운동용품 소매업,운동 및 경기용품 소매업,대전광역시,중구,오류동,오류동,대전광역시 중구 계룡로,대전광역시 중구 계룡로 774,127.403298883648,36.3296879964425,4.0,32
대전서비스,수리·개인,가전제품 수리,가전제품 수리업,가전제품 수리업,대전광역시,중구,용두동,용두동,대전광역시 중구 계룡로,대전광역시 중구 계룡로 835-1,127.408550627397,36.3260009338316,3.0,24
와이제이스피치아카데미,교육,기타 교육,그 외 기타 교육기관,그 외 기타 분류 안된 교육기관,대전광역시,중구,오류동,오류동,대전광역시 중구 계백로,대전광역시 중구 계백로 1719,127.410472629671,36.322207135762,2.0,20
삼진하이테크,수리·개인,자동차 수리·세차,자동차 정비소,자동차 전문 수리업,대전광역시,중구,유천1동,유천동,대전광역시 중구 문화로,대전광역시 중구 문화로 101,127.396882291848,36.3124598662386,5.0,42
라임트리아로마,소매,의약·화장품 소매,화장품 소매업,화장품; 비누 및 방향제 소매업,대전광역시,중구,대사동,대사동,대전광역시 중구 계룡로920번안길,대전광역시 중구 계룡로920번안길 74,127.41512771861,36.3192648739149,2.0,19
세이비너스&와코루,소매,섬유·의복·신발 소매,기타 의류 소매업,속옷 및 잠옷 소매업,대전광역시,중구,문화1동,문화동,대전광역시 중구 계백로,대전광역시 중구 계백로 1700,127.40880280715,36.3206307062252,2.0,23
둔산아름다운사진,과학·기술,사진 촬영,사진촬영업,인물 사진 및 행사용 영상 촬영업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 테미로,대전광역시 중구 테미로 4-12,127.420576848132,36.3188317697906,2.0,17
문창쌍방울,소매,섬유·의복·신발 소매,기타 의류 소매업,속옷 및 잠옷 소매업,대전광역시,중구,문창동,문창동,대전광역시 중구 보문로30번길,대전광역시 중구 보문로30번길 13,127.437132971841,36.3147831154969,2.0,22
쌍둥이네,음식,한식,백반/한정식,한식 일반 음식점업,대전광역시,중구,오류동,오류동,대전광역시 중구 계룡로882번길,대전광역시 중구 계룡로882번길 84,127.407312492189,36.3218310074437,3.0,23
삼성미싱,수리·개인,기타 가정용품 수리,그 외 기타 개인/가정용품 수리업,그 외 기타 개인 및 가정용품 수리업,대전광역시,중구,태평1동,태평동,대전광역시 중구 동서대로,대전광역시 중구 동서대로 1265,127.400241604993,36.3274826502841,4.0,34
길스개러지,수리·개인,모터사이클 수리,모터사이클 수리업,모터사이클 수리업,대전광역시,중구,석교동,석교동,대전광역시 중구 대전천서로,대전광역시 중구 대전천서로 171-1,127.446433309635,36.3098335748295,4.0,35
먹고합시다,음식,한식,돼지고기 구이/찜,한식 육류 요리 전문점,대전광역시,중구,유천2동,유천동,대전광역시 중구 유천로86번길,대전광역시 중구 유천로86번길 28,127.398268606034,36.3204429562772,4.0,37
엠스토리노래연습장,예술·스포츠,유원지·오락,노래방,노래 연습장 운영업,대전광역시,중구,은행선화동,은행동,대전광역시 중구 대종로480번길,대전광역시 중구 대종로480번길 16,127.427573933807,36.3275355541271,0.0,0
삼성오토밋션,수리·개인,자동차 수리·세차,자동차 정비소,자동차 전문 수리업,대전광역시,중구,유천1동,유천동,대전광역시 중구 당디로,대전광역시 중구 당디로 94-1,127.392031029002,36.3133816115848,5.0,44
플러스카오디오,소매,자동차 부품 소매,자동차 부품 소매업,자동차 내장용 신품 전기ㆍ전자ㆍ정밀기기 판매업,대전광역시,중구,대사동,대사동,대전광역시 중구 충무로,대전광역시 중구 충무로 95,127.427520761786,36.3180540948441,2.0,16
한지붕,음식,한식,백반/한정식,한식 일반 음식점업,대전광역시,중구,오류동,오류동,대전광역시 중구 동서대로1304번길,대전광역시 중구 동서대로1304번길 6,127.404559289437,36.3279909133755,3.0,30
유천행운부동산중개사무소,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,대전광역시,중구,유천1동,유천동,대전광역시 중구 계백로1584번길,대전광역시 중구 계백로1584번길 80,127.397134555542,36.314407849672,5.0,39
건축사사무소미주,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,건축 설계 및 관련 서비스업,대전광역시,중구,태평2동,태평동,대전광역시 중구 태평로,대전광역시 중구 태평로 143,127.396228403175,36.3293821149206,5.0,41
김용봉덴트칼라,수리·개인,자동차 수리·세차,자동차 정비소,자동차 전문 수리업,대전광역시,중구,태평2동,태평동,대전광역시 중구 동서대로,대전광역시 중구 동서대로 1179,127.391467436388,36.3271499023762,5.0,42
씨,소매,섬유·의복·신발 소매,기타 의류 소매업,기타 의복 소매업,대전광역시,중구,문화1동,문화동,대전광역시 중구 계백로,대전광역시 중구 계백로 1700,127.40880280715,36.3206307062252,2.0,23
예림매대,시설관리·임대,가정용품 대여,기타 개인/가정용품 대여업,그 외 기타 개인 및 가정용품 임대업,대전광역시,중구,산성동,목달동,대전광역시 중구 산서로,대전광역시 중구 산서로 408,127.40081522502,36.2699762850364,7.0,56
가인,소매,의약·화장품 소매,화장품 소매업,화장품; 비누 및 방향제 소매업,대전광역시,중구,은행선화동,은행동,대전광역시 중구 선화로,대전광역시 중구 선화로 150,127.42366856516,36.3315183556927,0.0,7
촌두부칼국수,음식,한식,국수/칼국수,한식 면 요리 전문점,대전광역시,중구,석교동,석교동,대전광역시 중구 범골로,대전광역시 중구 범골로 4,127.44552682857,36.3073238764667,4.0,36
하나에너지,소매,연료 소매,가정용 연료 소매업,가정용 액체 연료 소매업,대전광역시,중구,태평2동,태평동,대전광역시 중구 동서대로1207번길,대전광역시 중구 동서대로1207번길 50,127.395056429412,36.3282586358871,5.0,42
포항구룡포과메기와생태,음식,한식,횟집,한식 일반 음식점업,대전광역시,중구,용두동,용두동,대전광역시 중구 중앙로13번길,대전광역시 중구 중앙로13번길 34-1,127.413231454361,36.3241223564803,2.0,18
잉크싸이트서구1점,소매,오락용품 소매,문구/회화용품 소매업,문구용품 및 회화용품 소매업,대전광역시,중구,유천1동,유천동,대전광역시 중구 계백로1571번길,대전광역시 중구 계백로1571번길 38-22,127.394984986742,36.3202100814943,5.0,39
바다속으로,음식,한식,횟집,한식 해산물 요리 전문점,대전광역시,중구,문창동,문창동,대전광역시 중구 대전천서로,대전광역시 중구 대전천서로 341,127.43587630715,36.320725484055,1.0,15
파랑새기획,시설관리·임대,기타 사업 서비스,전시/컨벤션/행사 대행 서비스업,전시; 컨벤션 및 행사 대행업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 대흥로121번길,대전광역시 중구 대흥로121번길 8,127.425695715295,36.3239395512167,0.0,7
오렌지,소매,섬유·의복·신발 소매,기타 의류 소매업,셔츠 및 블라우스 소매업,대전광역시,중구,은행선화동,은행동,대전광역시 중구 중앙로,대전광역시 중구 중앙로 145,127.424883932736,36.3283157455132,0.0,3
영웅갈비찜,음식,주점,생맥주 전문,생맥주 전문점,대전광역시,중구,오류동,오류동,대전광역시 중구 계백로,대전광역시 중구 계백로 1725-19,127.410501221546,36.3228471674001,2.0,20
청화대공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,대전광역시,중구,용두동,용두동,대전광역시 중구 계룡로815번길,대전광역시 중구 계룡로815번길 16,127.407602603298,36.3276455334182,3.0,26
믿음건축설비,수리·개인,기타 가정용품 수리,그 외 기타 개인/가정용품 수리업,그 외 기타 개인 및 가정용품 수리업,대전광역시,중구,유천1동,유천동,대전광역시 중구 문화로,대전광역시 중구 문화로 77,127.394460898132,36.3116545215643,5.0,44
청소하는사람들,시설관리·임대,청소·방제,건축물 일반 청소업,건축물 일반 청소업,대전광역시,중구,부사동,부사동,대전광역시 중구 대종로315번길,대전광역시 중구 대종로315번길 29,127.432831035471,36.3137083130463,2.0,21
초원건축사사무소,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,건축 설계 및 관련 서비스업,대전광역시,중구,산성동,사정동,대전광역시 중구 대둔산로,대전광역시 중구 대둔산로 345,127.38521871176,36.3002425182771,7.0,56
건축사사무소영건축,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,건축 설계 및 관련 서비스업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 중앙로79번길,대전광역시 중구 중앙로79번길 47,127.418865035423,36.3273943929297,1.0,11
나라컴퓨터,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,컴퓨터 및 주변장치; 소프트웨어 소매업,대전광역시,중구,유천2동,유천동,대전광역시 중구 계백로1583번길,대전광역시 중구 계백로1583번길 18,127.39575235806,36.3189071443184,4.0,38
사인텍,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,간판 및 광고물 제조업,대전광역시,중구,부사동,부사동,대전광역시 중구 보문로,대전광역시 중구 보문로 128,127.427866566928,36.3149283914837,2.0,21
잭니클라우스,소매,섬유·의복·신발 소매,기타 의류 소매업,기타 의복 소매업,대전광역시,중구,문화1동,문화동,대전광역시 중구 계백로,대전광역시 중구 계백로 1700,127.40880280715,36.3206307062252,2.0,23
해피마트,소매,종합 소매,그 외 기타 종합 소매업,그 외 기타 종합 소매업,대전광역시,중구,문화2동,문화동,대전광역시 중구 천근로,대전광역시 중구 천근로 33,127.403597418917,36.3095103977458,5.0,41
윤희네만물,소매,섬유·의복·신발 소매,액세서리/잡화 소매업,의복 액세서리 및 모조 장신구 소매업,대전광역시,중구,문화2동,문화동,대전광역시 중구 산성로138번길,대전광역시 중구 산성로138번길 78,127.404943457914,36.3096883435688,5.0,40
올리비아로렌대전,소매,섬유·의복·신발 소매,여성 의류 소매업,여자용 겉옷 소매업,대전광역시,중구,태평1동,태평동,대전광역시 중구 동서대로,대전광역시 중구 동서대로 1231,127.396529156701,36.3264906118691,4.0,38
고은시스템,수리·개인,통신장비 수리,핸드폰/통신장비 수리업,통신장비 수리업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 동서대로,대전광역시 중구 동서대로 1428,127.414618105351,36.3352866738828,2.0,19
지에스25문화센트럴,소매,종합 소매,편의점,체인화 편의점,대전광역시,중구,문화1동,문화동,대전광역시 중구 계룡로918번길,대전광역시 중구 계룡로918번길 44-4,127.412550262699,36.3199101518196,2.0,20
양지공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,대전광역시,중구,오류동,오류동,대전광역시 중구 오류로,대전광역시 중구 오류로 34,127.404626911724,36.3234939945267,3.0,29
명성종합가구,소매,가구 소매,가구 소매업,가구 소매업,대전광역시,중구,은행선화동,은행동,대전광역시 중구 대전천서로,대전광역시 중구 대전천서로 437-1,127.429931834349,36.3279974498818,0.0,4
청소KOREA,시설관리·임대,청소·방제,건축물 일반 청소업,건축물 일반 청소업,대전광역시,중구,용두동,용두동,대전광역시 중구 동서대로1327번길,대전광역시 중구 동서대로1327번길 117,127.402514532467,36.3332169888209,4.0,34
금강식당,음식,한식,백반/한정식,한식 일반 음식점업,대전광역시,중구,유천2동,유천동,대전광역시 중구 계백로,대전광역시 중구 계백로 1648-6,127.402954084358,36.3194029694682,4.0,32
박상두세무회계사무소,과학·기술,회계·세무,세무사,세무사업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 대종로549번길,대전광역시 중구 대종로549번길 30,127.420598223647,36.3309897972153,1.0,9
유아교구사,소매,오락용품 소매,문구/회화용품 소매업,문구용품 및 회화용품 소매업,대전광역시,중구,산성동,산성동,대전광역시 중구 보문산로,대전광역시 중구 보문산로 117,127.393428516227,36.30548469925,6.0,52
상도스포츠,소매,섬유·의복·신발 소매,기타 의류 소매업,기타 의복 소매업,대전광역시,중구,부사동,부사동,대전광역시 중구 대종로333번길,대전광역시 중구 대종로333번길 69,127.430000536244,36.3139742406465,2.0,22
소담애,음식,한식,백반/한정식,한식 일반 음식점업,대전광역시,중구,유천1동,유천동,대전광역시 중구 태평로26번길,대전광역시 중구 태평로26번길 7,127.392808445785,36.3193969298633,5.0,40
명문산업,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,간판 및 광고물 제조업,대전광역시,중구,문화1동,문화동,대전광역시 중구 천근로69번길,대전광역시 중구 천근로69번길 64,127.405085861826,36.3114645264822,5.0,38
에덴샵,소매,섬유·의복·신발 소매,여성 의류 소매업,여자용 겉옷 소매업,대전광역시,중구,태평2동,태평동,대전광역시 중구 태평로,대전광역시 중구 태평로 71,127.393401847791,36.3233023711898,5.0,44
창조냉동,소매,가전·통신 소매,가전제품 소매업,가전제품 소매업,대전광역시,중구,유천2동,유천동,대전광역시 중구 계백로1618번길,대전광역시 중구 계백로1618번길 82,127.400858059574,36.3153368363977,4.0,35
우리에어컨,소매,가전·통신 소매,가전제품 소매업,가전제품 소매업,대전광역시,중구,대사동,대사동,대전광역시 중구 계룡로921번길,대전광역시 중구 계룡로921번길 38,127.417503950691,36.3217098648849,2.0,15
비에이치씨치킨,음식,기타 간이,치킨,치킨 전문점,대전광역시,중구,유천2동,유천동,대전광역시 중구 태평로26번길,대전광역시 중구 태평로26번길 63,127.395676635219,36.3200603668424,4.0,38
미락정,음식,한식,백반/한정식,한식 일반 음식점업,대전광역시,중구,오류동,오류동,대전광역시 중구 계백로,대전광역시 중구 계백로 1697-9,127.40783762616,36.321608296358,2.0,23
지니헤어샵,수리·개인,이용·미용,미용실,두발 미용업,대전광역시,중구,대사동,대사동,대전광역시 중구 계룡로,대전광역시 중구 계룡로 939-7,127.416695876799,36.3195519250868,2.0,19
미르헤어샵,수리·개인,이용·미용,미용실,두발 미용업,대전광역시,중구,산성동,산성동,대전광역시 중구 당디로50번길,대전광역시 중구 당디로50번길 7,127.393618621162,36.3096945282733,6.0,49
진우왕족발보쌈,음식,한식,백반/한정식,한식 일반 음식점업,대전광역시,중구,태평1동,태평동,대전광역시 중구 수침로,대전광역시 중구 수침로 63-1,127.40019246055,36.3251751951438,4.0,34
타니댄스아카데미,교육,기타 교육,레크리에이션 교육기관,레크리에이션 교육기관,대전광역시,중구,유천1동,유천동,대전광역시 중구 태평로26번길,대전광역시 중구 태평로26번길 2,127.392621084333,36.3191436269231,5.0,40
엔케이스터디카페,예술·스포츠,도서관·사적지,독서실/스터디 카페,독서실 운영업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 대종로,대전광역시 중구 대종로 449,127.427794441599,36.324796795626,0.0,4
탑할인마트,소매,종합 소매,슈퍼마켓,기타 음ㆍ식료품 위주 종합 소매업,대전광역시,중구,산성동,산성동,대전광역시 중구 문화로78번길,대전광역시 중구 문화로78번길 32,127.394740753484,36.3100246664609,6.0,46
여명어패럴,소매,섬유·의복·신발 소매,기타 의류 소매업,기타 의복 소매업,대전광역시,중구,문화1동,문화동,대전광역시 중구 계백로,대전광역시 중구 계백로 1690,127.407702803638,36.3202917968177,3.0,25
머리하는날,수리·개인,이용·미용,미용실,두발 미용업,대전광역시,중구,산성동,사정동,대전광역시 중구 안영로,대전광역시 중구 안영로 67,127.381821709783,36.2947363499332,7.0,56
다미유통,소매,종합 소매,슈퍼마켓,기타 음ㆍ식료품 위주 종합 소매업,대전광역시,중구,유천1동,유천동,대전광역시 중구 당디로,대전광역시 중구 당디로 80,127.392564327884,36.3121045403828,5.0,44
공가통신,소매,가전·통신 소매,핸드폰 소매업,통신기기 소매업,대전광역시,중구,유천1동,유천동,대전광역시 중구 당디로,대전광역시 중구 당디로 101,127.39139181878,36.3139551622528,5.0,44
수도종합공사,수리·개인,기타 가정용품 수리,의류/이불 수선업,의복 및 기타 가정용 직물제품 수리업,대전광역시,중구,유천1동,유천동,대전광역시 중구 당디로90번길,대전광역시 중구 당디로90번길 28-1,127.394069256654,36.3133378842903,5.0,44
오구쌀피자,음식,기타 간이,피자,피자; 햄버거; 샌드위치 및 유사 음식점업,대전광역시,중구,태평1동,태평동,대전광역시 중구 평촌로,대전광역시 중구 평촌로 111,127.398704507896,36.3231398989752,4.0,38
이원선세무회계사무소,과학·기술,회계·세무,세무사,세무사업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 보문로,대전광역시 중구 보문로 322-2,127.419528562252,36.3310386825285,1.0,11
산천허브에스테틱,수리·개인,욕탕·신체관리,마사지/안마,마사지업,대전광역시,중구,산성동,사정동,대전광역시 중구 산서로,대전광역시 중구 산서로 57,127.387523520082,36.2959643637547,7.0,56
꾸러기이벤트,시설관리·임대,기타 사업 서비스,전시/컨벤션/행사 대행 서비스업,전시; 컨벤션 및 행사 대행업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 선화서로130번길,대전광역시 중구 선화서로130번길 21,127.414519070675,36.3351239633129,2.0,19
탱크토탈크린,시설관리·임대,청소·방제,소독; 구충 및 방제 서비스업,소독; 구충 및 방제 서비스업,대전광역시,중구,유천2동,유천동,대전광역시 중구 유천로,대전광역시 중구 유천로 16,127.399185465361,36.3141658230831,5.0,38
투투노래연습장,예술·스포츠,유원지·오락,노래방,노래 연습장 운영업,대전광역시,중구,산성동,산성동,대전광역시 중구 대둔산로,대전광역시 중구 대둔산로 387,127.386002934164,36.303887623304,6.0,53
그린24시편의점,소매,종합 소매,편의점,체인화 편의점,대전광역시,중구,중촌동,중촌동,대전광역시 중구 대종로,대전광역시 중구 대종로 674,127.411998022812,36.3400504495227,3.0,24
코오롱침구,소매,섬유·의복·신발 소매,침구류/커튼 소매업,가정용 직물제품 소매업,대전광역시,중구,산성동,안영동,대전광역시 중구 성산로3번길,대전광역시 중구 성산로3번길 44,127.379576496602,36.288641233321,7.0,56
