상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,시도명,시군구명,행정동명,법정동명,도로명,도로명주소,경도,위도,이동시간_분_차,이동시간_분_보행
엉클스캣,소매,애완동물·용품 소매,애완동물/애완용품 소매업,애완용 동물 및 관련용품 소매업,대전광역시,중구,유천1동,유천동,대전광역시 중구 유천로47번길,대전광역시 중구 유천로47번길 59,127.394783445985,36.3160272413355,5.0,41
엔.에이.엠랩,수리·개인,자동차 수리·세차,자동차 세차장,자동차 세차업,대전광역시,중구,태평1동,태평동,대전광역시 중구 동서대로,대전광역시 중구 동서대로 1252,127.398767159834,36.3265830024322,4.0,37
햇님SUN헤어,수리·개인,이용·미용,미용실,두발 미용업,대전광역시,중구,석교동,옥계동,대전광역시 중구 대종로62번길,대전광역시 중구 대종로62번길 51,127.453970356812,36.3004951411194,6.0,49
경제ENG,시설관리·임대,기타 사업 서비스,전시/컨벤션/행사 대행 서비스업,전시; 컨벤션 및 행사 대행업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 대종로583번길,대전광역시 중구 대종로583번길 14,127.418270656174,36.3339346026393,1.0,13
도담피앤피,과학·기술,전문 디자인,시각 디자인업,시각 디자인업,대전광역시,중구,석교동,옥계동,대전광역시 중구 대종로71번길,대전광역시 중구 대종로71번길 26,127.452645376187,36.2989028656651,5.0,47
제이빔,소매,섬유·의복·신발 소매,기타 의류 소매업,셔츠 및 블라우스 소매업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 중앙로,대전광역시 중구 중앙로 141,127.425058031966,36.3288753606608,0.0,3
헤어크리닉,수리·개인,이용·미용,미용실,이용업,대전광역시,중구,중촌동,중촌동,대전광역시 중구 동서대로1439번길,대전광역시 중구 동서대로1439번길 11,127.41478675303,36.3365672784543,2.0,19
떡이야,음식,기타 간이,떡/한과,떡류 제조업,대전광역시,중구,문창동,문창동,대전광역시 중구 문창로10번길,대전광역시 중구 문창로10번길 7,127.436464885405,36.3147709555318,2.0,21
두놈,소매,섬유·의복·신발 소매,남성 의류 소매업,남자용 겉옷 소매업,대전광역시,중구,은행선화동,은행동,대전광역시 중구 중앙로,대전광역시 중구 중앙로 145,127.424883932736,36.3283157455132,0.0,3
태평롯데캐슬공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,대전광역시,중구,태평1동,태평동,대전광역시 중구 태평로,대전광역시 중구 태평로 146-1,127.396773254864,36.3295020287105,5.0,41
엑스포유니폼,소매,섬유·의복·신발 소매,기타 의류 소매업,셔츠 및 블라우스 소매업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 대종로,대전광역시 중구 대종로 487,127.426035087566,36.3277805260817,0.0,1
션스페샬관리,소매,의약·화장품 소매,화장품 소매업,화장품; 비누 및 방향제 소매업,대전광역시,중구,오류동,오류동,대전광역시 중구 오류로,대전광역시 중구 오류로 30,127.404718612386,36.3231519746966,3.0,29
민트코코아,소매,섬유·의복·신발 소매,여성 의류 소매업,여자용 겉옷 소매업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 보문로,대전광역시 중구 보문로 246,127.422873037113,36.3246018976205,0.0,7
대전밧데리,소매,기타 생활용품 소매,전기용품/조명장치 소매업,전기용품 및 조명장치 소매업,대전광역시,중구,석교동,호동,대전광역시 중구 대종로,대전광역시 중구 대종로 161,127.44805275959,36.3059926889556,4.0,38
다이아캐슬,소매,시계·귀금속 소매,시계/귀금속 소매업,시계 및 귀금속 소매업,대전광역시,중구,은행선화동,은행동,대전광역시 중구 대종로,대전광역시 중구 대종로 518,127.424279510034,36.3302325070011,0.0,5
뮤제,음식,비알코올 ,카페,커피 전문점,대전광역시,중구,대흥동,대흥동,대전광역시 중구 대흥로121번길,대전광역시 중구 대흥로121번길 44,127.424950004488,36.3253869863957,0.0,4
이태리마카롱,음식,비알코올 ,카페,커피 전문점,대전광역시,중구,문화2동,문화동,대전광역시 중구 천근로,대전광역시 중구 천근로 17,127.402356271555,36.3101801417547,5.0,41
에이와이컴퍼니,과학·기술,광고,광고 대행업,광고 대행업,대전광역시,중구,대사동,대사동,대전광역시 중구 계룡로,대전광역시 중구 계룡로 935,127.416450134983,36.319649863807,2.0,19
이벤트앤네비(Navi)엔터테인먼트,시설관리·임대,기타 사업 서비스,전시/컨벤션/행사 대행 서비스업,전시; 컨벤션 및 행사 대행업,대전광역시,중구,산성동,산성동,대전광역시 중구 문화로94번길,대전광역시 중구 문화로94번길 12,127.396167174584,36.3113296873044,5.0,43
파스타집,음식,서양식,파스타/스테이크,서양식 음식점업,대전광역시,중구,오류동,오류동,대전광역시 중구 동서대로1303번길,대전광역시 중구 동서대로1303번길 13,127.403606475252,36.3287882785078,3.0,30
3엠,수리·개인,자동차 수리·세차,자동차 정비소,자동차 전문 수리업,대전광역시,중구,용두동,용두동,대전광역시 중구 계룡로,대전광역시 중구 계룡로 813,127.406801172346,36.327578471105,3.0,27
책곶이,소매,오락용품 소매,서점,서적; 신문 및 잡지류 소매업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 선화로,대전광역시 중구 선화로 90,127.417327239329,36.3289911385936,1.0,13
파크랜드오스틴리드대전중앙NC,소매,섬유·의복·신발 소매,여성 의류 소매업,여자용 겉옷 소매업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 중앙로,대전광역시 중구 중앙로 141,127.425058031966,36.3288753606608,0.0,3
바이크앤피플,소매,섬유·의복·신발 소매,기타 의류 소매업,기타 의복 소매업,대전광역시,중구,산성동,안영동,대전광역시 중구 뿌리공원로,대전광역시 중구 뿌리공원로 35,127.381461789061,36.2853253567585,7.0,56
희나리카페,음식,비알코올 ,카페,커피 전문점,대전광역시,중구,대흥동,대흥동,대전광역시 중구 대흥로121번길,대전광역시 중구 대흥로121번길 17-3,127.424970609779,36.3240982911857,0.0,7
일용전공사,시설관리·임대,고용 알선,임시/일용 인력 공급업,임시 및 일용 인력 공급업,대전광역시,중구,산성동,사정동,대전광역시 중구 대둔산로,대전광역시 중구 대둔산로 291,127.384176359634,36.2954514805631,7.0,56
엔젤카페,음식,비알코올 ,카페,커피 전문점,대전광역시,중구,은행선화동,선화동,대전광역시 중구 대종로549번길,대전광역시 중구 대종로549번길 21,127.420840861307,36.3313154244421,1.0,9
헬로이태원,소매,섬유·의복·신발 소매,여성 의류 소매업,여자용 겉옷 소매업,대전광역시,중구,태평2동,태평동,대전광역시 중구 태평로,대전광역시 중구 태평로 71,127.393401847791,36.3233023711898,5.0,44
니케당구클럽,예술·스포츠,스포츠 서비스,당구장,당구장 운영업,대전광역시,중구,부사동,부사동,대전광역시 중구 보문로,대전광역시 중구 보문로 46,127.435770989761,36.3137041994881,2.0,22
콩모텔,숙박,일반 숙박,여관/모텔,여관업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 대흥로169번길,대전광역시 중구 대흥로169번길 12,127.43059421413,36.3257474702484,0.0,5
비앤비호텔,숙박,일반 숙박,여관/모텔,여관업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 대흥로157번길,대전광역시 중구 대흥로157번길 28,127.428788245166,36.3259731800616,0.0,2
일이공생돈가스,음식,서양식,경양식,한식 육류 요리 전문점,대전광역시,중구,은행선화동,선화동,대전광역시 중구 중앙로121번길,대전광역시 중구 중앙로121번길 16,127.423145380111,36.3284515685927,0.0,6
피자,음식,기타 간이,피자,피자; 햄버거; 샌드위치 및 유사 음식점업,대전광역시,중구,목동,목동,대전광역시 중구 목동로8번길,대전광역시 중구 목동로8번길 14,127.410293972502,36.3326157344554,2.0,23
수노래연습장,예술·스포츠,유원지·오락,노래방,노래 연습장 운영업,대전광역시,중구,산성동,산성동,대전광역시 중구 보문산로,대전광역시 중구 보문산로 40,127.384852431009,36.3043503625597,6.0,53
원마트,소매,종합 소매,슈퍼마켓,기타 음ㆍ식료품 위주 종합 소매업,대전광역시,중구,용두동,용두동,대전광역시 중구 동서대로1321번길,대전광역시 중구 동서대로1321번길 52,127.404657328453,36.3312088751616,3.0,31
나라세무회계사무소,과학·기술,회계·세무,세무사,세무사업,대전광역시,중구,오류동,오류동,대전광역시 중구 계백로,대전광역시 중구 계백로 1719,127.410472629671,36.322207135762,2.0,20
옥계기름떡집,음식,기타 간이,떡/한과,곡물 제분업,대전광역시,중구,석교동,옥계동,대전광역시 중구 학고개로,대전광역시 중구 학고개로 11,127.454538630046,36.2972351735474,6.0,49
가나시트공임카바,수리·개인,기타 가정용품 수리,그 외 기타 개인/가정용품 수리업,그 외 기타 개인 및 가정용품 수리업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 보문로162번길,대전광역시 중구 보문로162번길 45,127.428039295874,36.3187235062515,1.0,14
역전우동0410대전,음식,일식,일식 면 요리,일식 음식점업,대전광역시,중구,은행선화동,은행동,대전광역시 중구 중앙로156번길,대전광역시 중구 중앙로156번길 24,127.427337075676,36.3279399841029,0.0,1
온통중고마켓,소매,중고 상품 소매,중고 상품 소매업,기타 중고 상품 소매업,대전광역시,중구,부사동,부사동,대전광역시 중구 보문로,대전광역시 중구 보문로 66-2,127.433668298448,36.3134238800587,2.0,21
가람솔대전,시설관리·임대,청소·방제,소독; 구충 및 방제 서비스업,소독; 구충 및 방제 서비스업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 대흥로121번길,대전광역시 중구 대흥로121번길 8,127.425695715295,36.3239395512167,0.0,7
코코제이,소매,섬유·의복·신발 소매,여성 의류 소매업,여자용 겉옷 소매업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 보문로,대전광역시 중구 보문로 246,127.422873037113,36.3246018976205,0.0,7
그린맨,수리·개인,가전제품 수리,가전제품 수리업,가전제품 수리업,대전광역시,중구,용두동,용두동,대전광역시 중구 계룡로755번길,대전광역시 중구 계룡로755번길 26,127.403317042416,36.3316888683899,4.0,33
버팔로막창,음식,한식,곱창 전골/구이,한식 육류 요리 전문점,대전광역시,중구,대흥동,대흥동,대전광역시 중구 중교로,대전광역시 중구 중교로 90,127.429325502582,36.3271383648002,0.0,3
한국강사공제회연수원,시설관리·임대,기타 사업 서비스,전시/컨벤션/행사 대행 서비스업,전시; 컨벤션 및 행사 대행업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 보문로,대전광역시 중구 보문로 321,127.419152273885,36.3307124032453,1.0,12
오케이청소,시설관리·임대,청소·방제,건축물 일반 청소업,건축물 일반 청소업,대전광역시,중구,문창동,문창동,대전광역시 중구 대종로286번길,대전광역시 중구 대종로286번길 41,127.438635708362,36.3133211323799,3.0,26
디네일,수리·개인,이용·미용,네일숍,기타 미용업,대전광역시,중구,중촌동,중촌동,대전광역시 중구 동서대로,대전광역시 중구 동서대로 1417,127.413361794134,36.334965075816,2.0,19
잘헤어염색,수리·개인,이용·미용,미용실,두발 미용업,대전광역시,중구,문화2동,문화동,대전광역시 중구 당디로6번길,대전광역시 중구 당디로6번길 58,127.397504739056,36.3068211440204,6.0,48
불루문,소매,가전·통신 소매,핸드폰 소매업,통신기기 소매업,대전광역시,중구,은행선화동,은행동,대전광역시 중구 중앙로,대전광역시 중구 중앙로 145,127.424883932736,36.3283157455132,0.0,3
59쌀피자,음식,기타 간이,피자,피자; 햄버거; 샌드위치 및 유사 음식점업,대전광역시,중구,목동,목동,대전광역시 중구 목중로,대전광역시 중구 목중로 33,127.410386613514,36.3365817029064,2.0,22
걸스홀릭,소매,섬유·의복·신발 소매,기타 의류 소매업,셔츠 및 블라우스 소매업,대전광역시,중구,은행선화동,은행동,대전광역시 중구 중앙로,대전광역시 중구 중앙로 145,127.424883932736,36.3283157455132,0.0,3
